ga:cityId,ga:dimension5
1015884,small town
1015885,small town
1015886,small town
1015887,small town
1015888,small town
1015889,small town
1015890,small town
1015891,small town
1015892,small town
1015893,small town
1015894,small town
1015895,small town
1015896,small town
1015897,small town
1015898,small town
1015899,small town
1015900,small town
1015901,town
1015903,town
1015904,small town
1015905,small town
1015906,town
1015907,small town
1015908,small town
1015909,small town
1015910,small town
1015911,small town
1015912,small town
1015913,small town
1015914,small town
1015915,small town
1015917,small town
1015918,small town
1015919,small town
1015920,small town
1015921,small town
1015922,small town
1015923,small town
1015924,small town
1015925,small town
1015926,small town
1015927,small town
1015928,small town
1015929,small town
1015931,small town
1015932,small town
1015933,small town
1015934,small town
1015935,small town
1015936,small town
1015937,town
1015938,small town
1015939,small town
1015940,small town
1015941,small town
1015942,small town
1015943,small town
1015944,small town
1015945,small town
1015946,small town
1015947,small town
1015948,small town
1015949,small town
1015950,town
1015951,small town
1015952,small town
1015953,small town
1015955,small town
1015956,small town
1015957,small town
1015958,small town
1015959,small town
1015960,small town
1015961,small town
1015962,small town
1015963,small town
1015965,small town
1015966,small town
1015967,small town
1015968,small town
1015969,small town
1015970,town
1015971,small town
1015972,small town
1015973,small town
1015974,small town
1015975,small town
1015976,small town
1015977,small town
1015978,small town
1015979,small town
1015980,small town
1015981,small town
1015982,small town
1015983,small town
1015984,small town
1015986,small town
1015987,small town
1015989,small town
1015990,small town
1015991,small town
1015992,small town
1015993,small town
1015994,small town
1015995,small town
1015996,small town
1015997,small town
1015998,small town
1015999,small town
1016000,small town
1016001,small town
1016002,small town
1016003,small town
1016004,small town
1016005,small town
1016006,small town
1016007,small town
1016008,small town
1016009,small town
1016010,small town
1016011,small town
1016012,small town
1016013,small town
1016014,small town
1016015,small town
1016016,small town
1016017,small town
1016018,small town
1016019,small town
1016020,small town
1016021,small town
1016022,small town
1016023,small town
1016024,small town
1016025,small town
1016026,small town
1016027,small town
1016028,small town
1016029,small town
1016030,large town
1016031,small town
1016032,small town
1016033,small town
1016034,small town
1016035,small town
1016036,small town
1016038,small town
1016039,small town
1016040,small town
1016041,small town
1016042,small town
1016043,small town
1016044,small town
1016045,small town
1016046,small town
1016047,small town
1016048,small town
1016049,small town
1016050,small town
1016051,small town
1016052,small town
1016053,small town
1016054,small town
1016055,small town
1016056,small town
1016057,small town
1016058,small town
1016059,small town
1016060,small town
1016061,small town
1016062,small town
1016063,small town
1016064,small town
1016065,small town
1016066,small town
1016067,small town
1016068,small town
1016069,small town
1016070,small town
1016072,small town
1016073,small town
1016074,small town
1016075,small town
1016076,small town
1016077,town
1016078,small town
1016079,small town
1016080,small town
1016081,small town
1016082,small town
1016083,small town
1016084,small town
1016085,small town
1016086,small town
1016087,small town
1016088,small town
1016089,small town
1016090,large town
1016091,small town
1016092,town
1016093,small town
1016094,small town
1016095,small town
1016096,small town
1016097,small town
1016098,small town
1016099,small town
1016100,small town
1016101,small town
1016102,small town
1016103,large town
1016104,small town
1016105,small town
1016106,small town
1016107,small town
1016108,small town
1016109,small town
1016110,small town
1016111,small town
1016112,small town
1016113,small town
1016114,small town
1016115,small town
1016116,small town
1016117,small town
1016118,small town
1016119,small town
1016120,small town
1016121,small town
1016122,small town
1016123,small town
1016124,small town
1016125,small town
1016128,small town
1016129,small town
1016130,small town
1016131,city
1016132,small town
1016134,small town
1016135,small town
1016136,large town
1016137,small town
1016138,small town
1016139,small town
1016140,large town
1016141,small town
1016142,small town
1016143,small town
1016144,small town
1016145,small town
1016147,small town
1016148,small town
1016149,town
1016150,small town
1016151,small town
1016152,small town
1016153,small town
1016154,small town
1016156,small town
1016159,small town
1016160,small town
1016161,small town
1016162,small town
1016163,small town
1016164,small town
1016165,small town
1016166,small town
1016167,small town
1016168,small town
1016169,small town
1016170,small town
1016171,small town
1016172,small town
1016173,large town
1016174,small town
1016175,small town
1016176,small town
1016177,small town
1016178,small town
1016179,small town
1016180,small town
1016181,town
1016183,small town
1016184,town
1016185,small town
1016186,small town
1016187,small town
1016188,small town
1016189,small town
1016190,small town
1016191,large town
1016192,small town
1016193,small town
1016194,small town
1016195,small town
1016196,town
1016197,small town
1016199,small town
1016201,small town
1016202,large town
1016204,small town
1016205,small town
1016206,small town
1016207,small town
1016208,small town
1016209,small town
1016210,small town
1016211,small town
1016212,small town
1016213,small town
1016214,small town
1016215,small town
1016216,large town
1016218,town
1016219,small town
1016220,small town
1016221,small town
1016223,small town
1016224,town
1016225,small town
1016226,small town
1016227,small town
1016228,small town
1016230,small town
1016231,small town
1016232,small town
1016233,small town
1016234,small town
